RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Cat_Geography_France,Cat_Geography_Germany,Cat_Geography_Spain
1453,15774882,Mazzanti,296,0,17,3,1551,0,1,1,94,1,1,0,0
1454,15714227,Kelly,281,0,35,7,0,0,1,1,6869,0,1,0,0
1455,15608653,Davison,130,0,16,7,328,0,1,1,999,1,0,0,1
1456,15784280,Reilly,295,1,17,2,2318,1,0,1,4300,0,0,1,0
1457,15789546,Ojiofor,248,1,10,8,0,1,1,0,6366,0,0,0,1
1458,15590320,Shelton,459,1,48,4,0,1,0,1,3185,0,1,0,0
1459,15678385,Lange,74,1,7,2,522,1,1,1,530,0,1,0,0
1460,15571778,Trentini,426,0,37,10,3007,0,1,0,4812,1,1,0,0
1461,15657085,Gardiner,187,1,5,10,942,0,1,1,6274,0,1,0,0
1462,15640627,Wan,220,1,16,4,0,1,1,0,8533,0,0,0,1
1463,15566211,Hsu,225,0,23,1,1847,0,1,0,10,1,0,1,0
1464,15669293,Hovell,126,1,19,5,2637,0,0,1,1540,0,1,0,0
1465,15595067,Zhirov,246,0,22,6,0,1,1,1,9095,0,0,0,1
1466,15753566,Espinosa,415,0,14,3,214,0,1,0,7827,0,1,0,0
1467,15650391,Wallace,242,0,11,7,6062,0,1,0,225,0,1,0,0
1468,15681843,Barbour,233,0,17,0,6226,1,1,0,8177,0,0,1,0
1469,15814846,Ozerova,300,1,34,3,0,0,1,0,8788,1,1,0,0
1470,15670374,Wright,428,0,31,1,3248,3,0,0,8284,1,0,1,0
1471,15762332,Ulyanova,177,0,13,1,173,1,1,1,3053,0,0,1,0
1472,15700223,Steiner,415,1,30,4,5925,0,1,1,1055,0,1,0,0
1473,15729956,Akabueze,335,0,8,1,611,0,1,1,937,0,0,0,1
1474,15594862,Aleksandrova,161,1,18,8,0,1,0,0,6654,0,1,0,0
1475,15598782,Pinto,364,0,12,6,5607,1,0,1,3099,0,0,1,0
1476,15745080,Griffiths,243,1,8,8,0,0,1,0,1066,0,1,0,0
1477,15703399,McNeil,365,0,8,5,1698,1,0,1,7742,0,1,0,0
1478,15732175,Bruno,385,1,19,2,0,0,0,1,400,0,1,0,0
1479,15630725,Johnson,258,0,27,5,1129,0,1,0,8657,1,1,0,0
1480,15640260,Okorie,204,1,14,8,4176,1,1,1,3448,0,0,1,0
1481,15716822,Moen,255,1,12,5,1440,0,1,1,637,0,1,0,0
1482,15583748,McGuigan,201,1,20,8,0,1,1,0,9034,0,0,0,1
1483,15605968,Fancher,183,1,8,8,1407,0,1,1,2112,0,1,0,0
1484,15790683,Matthews,459,1,18,1,1878,1,0,1,3405,0,1,0,0
1485,15607713,Kaeppel,459,0,11,1,0,1,1,1,9891,0,0,0,1
1486,15700212,Shih,84,0,28,10,0,1,0,0,6166,1,1,0,0
1487,15626710,Yudina,251,0,21,4,0,0,1,1,3804,0,1,0,0
1488,15716491,Akabueze,319,0,33,4,1169,0,0,1,7097,1,0,0,1
1489,15625824,Kornilova,205,1,12,6,3314,3,1,0,2055,1,0,0,1
1490,15617705,Ozioma,218,0,21,8,4933,0,0,1,8774,0,1,0,0
1491,15761976,Su,406,0,13,8,0,1,1,0,5912,0,0,0,1
1492,15634891,Jamison,113,0,25,7,1746,0,1,0,9722,1,0,1,0
1493,15744517,Esposito,344,1,32,9,0,0,0,0,8318,1,0,0,1
1494,15686963,Hardiman,289,0,12,3,0,0,1,0,8011,0,0,0,1
1495,15808189,Woodard,58,1,34,6,0,1,0,1,6199,0,1,0,0
1496,15580845,Chienezie,294,1,39,7,1709,0,0,1,5686,0,0,1,0
1497,15799156,Okwuadigbo,178,1,20,8,0,1,0,0,3964,0,0,0,1
1498,15694296,Chineze,240,1,17,9,2562,1,1,0,1189,0,1,0,0
1499,15677049,O'Brien,204,0,7,7,2083,1,0,1,8851,0,0,1,0
1500,15583595,Tao,70,0,10,8,0,0,1,1,5176,0,1,0,0
1501,15590146,Mao,239,1,32,1,660,0,0,1,3151,1,1,0,0
1502,15801548,Buckland,270,0,13,7,5083,1,1,1,730,0,1,0,0
1503,15660833,Flannery,405,1,21,5,835,1,0,0,5275,0,0,1,0
1504,15762277,Jamieson,319,1,29,5,5771,0,0,0,4165,1,1,0,0
1505,15791302,Swift,350,1,14,8,0,1,1,0,7207,0,1,0,0
1506,15798975,Doherty,215,1,30,4,4277,0,0,0,1769,1,0,1,0
1507,15599956,Payne,356,1,9,10,0,1,0,0,650,0,1,0,0
1508,15577274,Genovese,158,0,25,3,4473,0,1,0,318,0,0,1,0
1509,15701200,Lucciano,185,1,18,6,0,1,1,1,2364,0,1,0,0
1510,15638149,Rowley,137,1,19,6,1860,0,1,0,9841,0,1,0,0
1511,15786199,Hsing,144,1,15,2,4325,0,1,1,5537,0,1,0,0
1512,15701765,Vincent,184,0,19,0,0,1,0,0,1478,0,0,0,1
1513,15586974,Pearce,265,1,21,10,0,1,1,1,4939,0,1,0,0
1514,15729040,Lamb,49,1,24,2,0,1,1,0,2443,0,1,0,0
1515,15788676,Riley,148,1,20,8,345,1,1,1,517,0,0,0,1
1516,15602497,Honore,459,1,21,6,4340,0,0,1,1028,0,0,0,1
1517,15701333,Blackburn,255,0,19,7,1337,0,0,0,8162,0,1,0,0
1518,15812071,Endrizzi,353,1,36,6,1176,1,0,1,7026,0,1,0,0
1519,15634375,Duncan,319,0,18,8,0,1,0,0,4146,0,0,0,1
1520,15738267,Macarthur,153,0,46,3,3571,0,1,1,5590,1,1,0,0
1521,15786800,Gould,332,1,34,5,4221,0,0,1,4637,1,0,1,0
1522,15591130,Medvedev,116,0,11,6,0,1,0,1,4751,0,0,0,1
1523,15720662,Sholes,396,0,17,1,2057,0,1,1,825,0,1,0,0
1524,15751531,Shaw,207,1,23,8,0,1,1,1,8092,0,0,0,1
1525,15653595,Ts'ai,405,1,33,6,0,1,0,1,9725,0,1,0,0
1526,15568360,Rolon,178,0,23,4,4817,0,1,1,8170,0,0,0,1
1527,15781210,Reid,320,1,16,8,0,1,0,0,2363,0,1,0,0
1528,15668058,Chinwendu,270,1,17,8,3574,0,1,0,4333,0,0,1,0
1529,15597131,Fu,24,1,14,5,5186,0,1,1,156,0,1,0,0
1530,15697283,Mackenzie,187,1,5,8,0,1,1,0,5614,0,0,0,1
1531,15640953,Bligh,220,0,8,2,2150,1,1,1,6053,0,1,0,0
1532,15715031,Davidson,209,0,10,6,0,1,0,1,2556,0,1,0,0
1533,15589660,Lamble,270,0,14,1,5195,0,0,1,2787,0,0,1,0
1534,15769818,Moore,459,0,19,3,6374,0,0,1,3443,0,1,0,0
1535,15782736,Jose,182,0,29,4,5534,0,0,1,8197,1,0,1,0
1536,15614818,Trevisani,373,0,15,9,6042,0,0,1,5960,0,0,0,1
1537,15794014,Schofield,447,0,16,8,0,1,1,0,1354,0,1,0,0
1538,15732448,Stewart,430,0,10,8,0,0,1,1,1812,0,1,0,0
1539,15723411,Jamieson,216,0,18,4,1454,0,1,1,2262,0,0,0,1
1540,15797686,Howard,167,1,20,8,2613,0,1,1,7668,0,1,0,0
1541,15605950,Onwuamaeze,139,1,5,1,4603,1,1,1,8259,0,0,1,0
1542,15812497,D'Albertis,263,1,19,5,2543,0,1,0,3760,0,0,1,0
1543,15690678,Brooks,139,0,15,4,4032,0,1,1,8641,0,1,0,0
1544,15747677,Gordon,265,1,51,6,5910,0,1,1,1771,0,0,0,1
1545,15618926,Nwachukwu,129,1,25,7,0,1,1,1,1778,0,0,0,1
1546,15673908,Chinweike,211,0,24,6,5764,0,1,1,6623,0,0,1,0
1547,15727944,Simpkinson,310,0,30,1,1088,0,1,1,6723,0,0,1,0
1548,15807294,Walker,262,0,12,2,904,1,1,1,4845,0,0,0,1
1549,15618581,Diribe,277,1,7,8,0,1,1,1,6784,0,0,0,1
1550,15584364,Trentini,261,1,30,4,148,0,1,0,8193,1,1,0,0
1551,15599552,Conway,248,0,36,2,0,1,1,1,2637,0,0,0,1
1552,15749177,Maslow,339,0,34,7,0,1,0,1,6141,0,0,0,1
1553,15718779,Clark,389,1,16,1,0,0,1,1,3209,0,1,0,0
1554,15568106,L?,201,0,20,8,3142,1,0,1,950,0,1,0,0
1555,15779481,Swadling,237,1,16,4,5777,1,1,1,6335,0,1,0,0
1556,15709994,Gallo,267,0,22,7,4868,0,0,1,6801,1,1,0,0
1557,15772777,Onyemachukwu,459,0,11,10,0,1,1,1,4754,0,0,0,1
1558,15706815,Samoylova,124,1,19,2,1009,0,1,1,9415,1,0,1,0
1559,15618018,Dickson,180,0,17,1,1932,1,0,1,8940,0,1,0,0
1560,15671032,He,369,1,24,0,515,1,1,1,4897,0,0,1,0
1561,15634281,P'an,329,0,25,10,2429,0,0,0,3600,0,0,1,0
1562,15766374,Leak,241,1,24,4,3167,1,1,1,9782,0,0,1,0
1563,15600991,Artemieva,303,1,13,6,2294,1,1,1,955,1,0,1,0
1564,15777576,Frost,168,0,22,5,4763,0,0,1,1600,0,0,0,1
1565,15742613,Warner,382,0,24,8,5522,1,1,0,8574,0,0,1,0
1566,15649523,Kennedy,190,1,20,1,0,1,1,0,2252,0,1,0,0
1567,15651063,Ifeatu,133,0,19,9,3865,1,1,0,8994,0,0,1,0
1568,15683124,Evans,322,1,35,6,2780,0,0,0,9568,1,1,0,0
1569,15618314,Chu,285,1,22,8,2700,0,1,1,3378,0,1,0,0
1570,15670823,Hsueh,260,0,24,1,2928,0,1,0,2184,1,0,1,0
1571,15607133,Shih,326,0,31,1,2434,1,1,1,6244,1,0,0,1
1572,15615012,Fan,203,1,5,5,5692,0,1,0,8043,0,1,0,0
1573,15725141,Whiddon,325,0,26,3,2331,0,1,0,1341,1,1,0,0
1574,15623560,Onyekachukwu,277,0,17,6,1751,0,1,1,2642,0,1,0,0
1575,15693018,Ermakova,287,1,5,10,2836,0,1,1,4576,0,0,1,0
1576,15636756,Marino,154,1,5,2,0,1,1,0,9472,0,1,0,0
1577,15647474,Niu,222,0,22,9,1274,1,1,1,2995,0,1,0,0
1578,15576714,Manna,296,0,3,8,0,1,1,1,7753,0,0,0,1
1579,15585047,Onyemere,324,1,10,7,5804,0,0,0,9830,0,1,0,0
1580,15743976,Archer,227,1,23,8,22,0,1,1,9774,0,0,1,0
1581,15793881,Mitchell,330,0,17,6,3061,0,0,1,157,0,1,0,0
1582,15576517,Everingham,54,0,16,7,4177,1,1,1,3497,0,0,1,0
1583,15631072,Huie,299,1,20,1,1207,1,0,1,2701,0,1,0,0
1584,15730394,Crowther,318,0,25,8,0,1,0,0,8394,1,1,0,0
1585,15631460,Swift,280,0,24,3,0,1,1,1,6452,0,0,0,1
1586,15692002,Skelton,147,1,15,6,1174,0,1,1,9951,0,1,0,0
1587,15595282,White,344,0,15,4,0,1,1,0,7506,0,1,0,0
1588,15789548,Giordano,201,0,19,7,0,1,1,1,6374,0,1,0,0
1589,15758035,Bateson,356,1,43,7,5678,0,0,1,7414,0,1,0,0
1590,15617518,Hu,284,1,18,7,961,0,1,1,7499,0,0,1,0
1591,15651802,Day,241,0,21,5,1433,1,1,0,4682,0,0,0,1
1592,15631813,Beneventi,230,1,21,6,0,1,1,1,2906,0,1,0,0
1593,15729668,Elizabeth,130,1,11,3,159,0,1,0,7733,0,0,0,1
1594,15741728,Atkins,200,1,18,7,4494,0,1,1,6125,0,0,0,1
1595,15576676,Serrano,315,0,10,6,3645,1,1,1,2465,0,0,1,0
1596,15711378,Willis,286,1,20,4,0,1,1,0,9379,0,1,0,0
1597,15765520,Stevenson,378,1,9,7,6303,0,1,0,8553,0,0,1,0
1598,15656726,Ch'ien,380,1,14,5,189,0,1,1,1996,0,1,0,0
1599,15647842,Cunningham,210,0,30,8,3259,0,1,0,3168,1,0,1,0
1600,15719309,Stephens,279,0,24,1,2867,1,0,1,1458,0,1,0,0
1601,15748718,Gordon,126,1,10,2,2783,0,1,0,8961,0,1,0,0
1602,15594404,Bevan,443,0,31,8,5816,1,1,0,6486,0,1,0,0
1603,15751158,Mashman,180,0,24,4,2272,2,1,0,2729,1,1,0,0
1604,15593470,Tu,185,0,18,8,5974,0,1,1,1143,0,0,1,0
1605,15695129,Milanesi,327,0,13,1,5543,0,0,1,852,0,1,0,0
1606,15640865,Romano,245,0,13,9,615,1,1,1,3694,0,0,1,0
1607,15714080,Goliwe,175,0,22,2,1371,1,1,0,7743,0,0,1,0
1608,15648721,Hsueh,320,1,46,4,0,1,1,1,164,0,1,0,0
1609,15801466,Gray,183,0,21,2,3432,1,1,0,4408,0,1,0,0
1610,15750248,Wright,228,0,17,8,4269,0,1,0,3263,0,1,0,0
1611,15758726,Chiemeka,197,0,6,0,0,1,1,1,7052,0,1,0,0
1612,15781553,Chung,369,0,31,9,1057,0,1,0,5885,1,0,1,0
1613,15649121,Pinto,274,1,34,3,0,0,1,0,5821,1,1,0,0
1614,15674811,Kellway,348,1,11,3,146,1,1,1,5303,0,0,1,0
1615,15646037,Sopuluchi,250,1,59,9,0,2,1,1,4065,0,1,0,0
1616,15722578,Spitzer,294,0,3,6,1436,0,1,1,8248,0,0,1,0
1617,15665695,Potter,203,0,31,4,0,1,1,1,1157,0,1,0,0
1618,15801062,Matthews,166,0,22,4,0,1,0,1,5298,0,0,0,1
1619,15662955,Nicholls,306,1,9,8,4903,1,1,0,4523,0,1,0,0
1620,15770309,McDonald,265,1,0,10,5485,0,0,1,6391,0,1,0,0
1621,15657386,Fiorentini,321,1,25,1,4936,1,0,1,4536,0,0,1,0
1622,15777797,Kovalyova,298,1,20,5,426,0,1,1,427,1,0,0,1
1623,15783955,Miah,306,0,7,4,5956,1,1,0,769,0,1,0,0
1624,15804516,Builder,198,1,20,2,0,0,1,0,3980,0,1,0,0
1625,15681758,Baddeley,134,0,7,10,0,1,1,0,3441,0,0,0,1
1626,15630321,Hu,289,1,26,3,0,1,1,0,4347,0,1,0,0
1627,15588248,Hs?,226,0,10,0,0,1,1,1,379,1,1,0,0
1628,15591932,Ford,289,1,14,5,1142,0,1,0,5868,0,1,0,0
1629,15810347,Todd,271,0,12,9,0,1,0,1,7883,0,0,0,1
1630,15595303,Johnston,345,1,28,5,4159,0,1,1,3870,1,0,1,0
1631,15634950,Obiajulu,266,1,39,8,2129,0,1,1,6348,1,0,1,0
1632,15685372,Azubuike,0,1,36,1,5544,0,1,1,9589,1,0,0,1
1633,15745827,Padovesi,226,1,12,3,4246,0,1,0,7169,0,1,0,0
1634,15755868,Farmer,171,1,17,7,0,0,0,0,2390,0,1,0,0
1635,15735222,Ignatieff,314,0,5,5,0,1,1,1,3624,0,0,0,1
1636,15604804,Lu,125,0,15,7,3851,0,1,1,6017,0,1,0,0
1637,15718944,Artemiev,182,0,19,6,0,1,1,0,9690,0,1,0,0
1638,15678626,Okonkwo,147,0,13,0,0,1,0,0,8984,0,0,0,1
1639,15571550,Dore,308,1,21,9,0,0,1,0,4038,0,1,0,0
1640,15723053,T'ang,113,1,14,8,6074,1,0,1,777,0,0,1,0
1641,15661528,Ashbolt,192,1,29,5,1761,0,1,0,4625,0,0,0,1
1642,15754177,Bazarova,321,1,35,2,2449,1,0,0,1297,0,0,0,1
1643,15683544,Buccho,235,1,44,3,0,0,1,1,3222,0,0,0,1
1644,15708048,Burn,240,0,16,4,3600,0,1,0,5366,0,1,0,0
1645,15701109,Andreyev,272,0,19,7,0,0,1,1,9270,0,1,0,0
1646,15600110,Endrizzi,115,0,23,3,129,0,1,0,215,0,0,1,0
1647,15651533,Brown,179,0,32,5,4029,0,1,0,8900,1,0,1,0
1648,15777904,Nock,312,0,27,7,0,1,1,1,3419,0,1,0,0
1649,15655574,Okeke,307,0,22,8,5444,0,1,0,5746,0,0,1,0
1650,15569423,Cunningham,340,1,23,4,0,1,1,0,1092,0,0,0,1
1651,15718106,Kelley,234,1,16,6,0,1,0,0,9852,0,1,0,0
1652,15585067,Wilson,243,1,13,9,2255,0,1,1,8986,1,0,0,1
1653,15675501,Woods,225,1,41,5,5595,0,1,1,878,0,1,0,0
1654,15633233,McFarland,109,1,38,1,1611,0,1,0,5935,1,1,0,0
1655,15667134,Cisneros,55,1,14,8,0,1,0,0,6695,0,1,0,0
1656,15659105,Borchgrevink,278,0,29,9,165,0,1,0,2874,0,1,0,0
1657,15575409,Rozhkova,190,1,13,6,2942,0,1,0,5381,0,0,1,0
1658,15752342,Bradley,313,0,36,6,4373,2,1,0,7280,1,0,1,0
1659,15654851,Obialo,357,1,26,2,1140,0,0,1,4271,0,1,0,0
1660,15741429,Hudson,289,0,13,9,3190,1,1,1,5055,0,0,0,1
1661,15682356,Veltri,264,0,19,7,2524,1,1,0,534,0,1,0,0
1662,15806447,Mazzanti,299,1,14,0,2089,1,1,1,6920,0,0,1,0
1663,15800229,Thorpe,304,1,22,7,4758,0,0,1,9661,0,0,1,0
1664,15663441,Golibe,309,0,22,4,5339,0,1,0,9483,1,0,1,0
1665,15791991,Udinesi,382,1,34,4,0,0,0,1,7240,0,1,0,0
1666,15775082,Stewart,358,1,24,1,4076,1,0,1,7204,0,1,0,0
1667,15579706,Curtis,220,0,28,5,0,0,1,0,3850,1,1,0,0
1668,15718247,Hayden,215,0,28,8,0,1,1,1,9204,0,0,0,1
1669,15755722,H?,163,1,6,10,0,0,0,0,4606,0,1,0,0
1670,15582259,Campbell,176,0,19,7,0,1,1,1,1423,0,1,0,0
1671,15716994,Green,168,1,6,3,2762,0,1,0,4291,1,0,0,1
1672,15586880,P'eng,203,1,23,2,3435,1,1,1,2061,0,0,1,0
1673,15713854,Cremonesi,122,0,19,6,0,1,1,0,5530,0,1,0,0
1674,15780835,Liang,261,0,8,1,4237,0,1,1,8973,0,0,1,0
1675,15675896,Gough,289,0,24,7,2011,0,1,1,4522,1,0,1,0
1676,15658459,Bates,393,1,15,10,0,1,1,0,8095,0,0,0,1
1677,15658057,Padovesi,421,0,26,8,0,2,1,0,3324,1,0,0,1
1678,15801767,Yin,393,0,22,8,0,1,1,0,5469,0,0,0,1
1679,15569178,Kharlamov,179,0,0,4,694,0,1,0,3553,0,1,0,0
1680,15731478,Nicholls,321,0,24,1,891,0,0,0,4609,0,1,0,0
1681,15811236,Burns,314,1,21,6,4345,0,1,1,3872,0,0,0,1
1682,15746749,Fleming,290,0,14,3,0,1,1,1,2947,0,0,0,1
1683,15662758,Watson,229,1,23,0,1435,0,1,0,4245,0,1,0,0
1684,15709387,Obiajulu,320,1,34,5,0,0,1,1,7994,0,1,0,0
1685,15572093,Han,222,0,6,7,4863,0,1,0,6473,0,1,0,0
1686,15713826,Ferguson,222,0,2,0,2989,0,0,0,5689,1,0,1,0
1687,15570205,Tao,291,1,18,5,0,1,1,1,7428,0,0,0,1
1688,15589348,Le Grand,459,1,19,4,4611,0,1,1,1439,0,0,0,1
1689,15804610,Valdez,210,0,23,1,0,1,0,1,8032,0,1,0,0
1690,15700854,Cunningham,204,1,17,8,0,0,1,0,4989,1,0,0,1
1691,15758836,Godfrey,284,1,18,3,99,1,0,1,2676,0,0,0,1
1692,15772933,Mai,200,1,13,8,0,0,1,1,7109,0,0,0,1
1693,15809006,Walker,211,1,5,7,2675,1,0,0,4192,0,1,0,0
1694,15689612,Pirozzi,163,0,16,8,0,0,0,1,5373,0,0,0,1
1695,15744614,Feng,150,1,19,9,3098,0,1,1,3642,0,1,0,0
1696,15704250,Akabueze,115,1,16,7,0,1,0,0,5807,0,1,0,0
1697,15700255,Robson,423,1,26,8,1267,1,0,0,5374,0,0,1,0
1698,15669410,Yevdokimova,292,1,12,8,2432,1,0,0,1212,0,1,0,0
1699,15807595,Ijendu,94,1,33,7,5088,1,1,0,2503,0,0,1,0
1700,15664523,Colombo,305,0,13,8,3380,1,1,0,1657,0,0,1,0
1701,15642833,Akubundu,217,0,12,8,0,1,1,0,6467,0,1,0,0
1702,15605279,Francis,401,1,32,9,0,3,1,1,9724,1,1,0,0
1703,15713644,Marshall,295,1,4,5,0,1,1,0,7952,0,0,0,1
1704,15750466,Rhodes,399,1,24,1,814,0,1,0,9905,0,0,1,0
1705,15739054,Y?,263,0,11,4,1369,0,0,1,7098,0,1,0,0
1706,15612771,Bell,61,1,17,4,5319,0,1,1,221,0,1,0,0
1707,15788483,Kerr,328,1,20,0,0,0,1,0,6385,0,0,0,1
1708,15732832,Jideofor,316,0,22,5,0,1,1,0,1999,0,1,0,0
1709,15772892,Robertson,308,0,31,2,0,0,0,0,5313,0,1,0,0
1710,15713843,Kao,459,1,12,2,0,1,0,1,1379,0,0,0,1
1711,15567993,Palmer,437,1,10,8,4459,0,1,0,3943,0,0,0,1
1712,15617603,Mackay,459,1,12,5,3489,1,1,1,5109,0,0,1,0
1713,15744983,Burgmann,321,1,29,1,4823,0,1,1,4805,0,0,0,1
1714,15630419,Davis,243,1,26,9,5409,0,1,0,2819,0,1,0,0
1715,15738828,Milano,339,1,27,6,5553,0,0,0,8111,0,0,1,0
1716,15778025,Dellucci,294,1,25,9,2253,1,0,1,9730,0,0,1,0
1717,15799479,Coles,418,1,15,9,0,0,1,1,6221,0,0,0,1
1718,15684269,Gray,316,0,17,3,116,0,1,0,888,1,0,0,1
1719,15762745,Macvitie,257,1,14,8,0,0,1,0,6711,0,0,0,1
1720,15746970,Townsend,369,0,39,1,0,1,1,1,1221,0,0,0,1
1721,15725024,Pope,414,0,15,3,2008,1,0,1,1632,0,0,1,0
1722,15592116,Jensen,194,0,21,7,0,1,1,0,128,0,1,0,0
1723,15624391,Thomson,204,0,12,5,1631,0,1,1,8932,0,0,0,1
1724,15567422,Chiazagomekpele,239,1,24,6,0,1,1,0,8122,0,1,0,0
1725,15612627,Ozuluonye,236,1,11,5,4789,1,1,0,4022,0,0,1,0
1726,15574879,Wright,240,0,19,2,3361,1,0,1,1136,0,0,1,0
1727,15745107,Lung,385,1,20,5,2552,0,0,1,4492,0,0,1,0
1728,15734491,Lombardo,285,0,18,4,0,1,1,1,162,0,0,0,1
1729,15675320,Leonard,367,0,22,5,1159,1,0,0,6179,0,0,0,1
1730,15643824,Johnston,246,1,15,0,4266,1,0,1,3691,0,1,0,0
1731,15643438,P'eng,459,1,2,7,0,1,1,0,1527,0,1,0,0
1732,15721730,Amechi,210,0,26,4,0,1,1,0,2890,0,0,0,1
1733,15680727,Fang,344,1,31,5,3377,0,1,0,7474,0,1,0,0
1734,15752508,Docherty,223,1,14,7,1543,1,1,1,2504,0,0,1,0
1735,15808846,Horton,281,0,3,3,5959,1,1,1,8228,0,0,1,0
1736,15727251,Vincent,251,1,12,8,3003,0,0,0,3063,0,1,0,0
1737,15663489,Onio,242,0,11,0,4733,0,1,0,9660,0,0,1,0
1738,15683677,Schiavone,378,1,21,9,0,0,1,1,2326,0,0,0,1
1739,15596414,Chandler,405,1,23,8,2152,0,1,0,907,0,0,0,1
1740,15730639,Fiorentino,324,1,5,7,4770,1,1,0,3225,0,1,0,0
1741,15672132,Butusov,304,0,24,7,3327,0,0,0,2258,0,1,0,0
1742,15742638,Wang,356,0,7,4,0,1,0,1,2060,0,1,0,0
1743,15578603,Alexeieva,193,0,36,1,490,0,0,0,6935,1,0,1,0
1744,15726088,Vinogradova,85,1,22,6,0,0,1,1,1117,0,1,0,0
1745,15682533,Hughes,459,0,21,7,550,0,0,1,9344,0,1,0,0
1746,15772995,Ts'ao,138,1,12,2,2892,0,1,0,3731,0,1,0,0
1747,15765694,Bage,193,0,41,1,0,0,0,1,6531,1,0,0,1
1748,15659486,Yudina,195,1,16,9,408,0,1,0,750,0,0,1,0
1749,15568963,Naquin,283,1,16,2,5548,0,1,0,8778,1,0,1,0
1750,15703820,Endrizzi,161,1,24,9,4378,1,1,0,5051,1,1,0,0
1751,15569410,Tang,210,0,15,7,2734,1,1,1,7680,0,0,1,0
1752,15632256,Schroeder,150,1,11,7,3866,0,0,0,4305,0,1,0,0
1753,15724466,Swearingen,353,0,23,2,753,0,1,0,9864,0,0,1,0
1754,15777639,McGregor,204,0,5,10,1661,1,0,0,1824,0,0,0,1
1755,15802501,Onyeorulu,333,1,15,5,1848,1,1,0,6067,0,0,1,0
1756,15778410,Clarke,142,0,34,7,0,0,0,1,9695,1,0,0,1
1757,15670702,Smith,227,1,19,2,6029,1,0,1,5062,0,1,0,0
1758,15704763,Kozlova,132,0,21,1,5071,0,1,1,5945,1,0,1,0
1759,15645544,Nekrasov,251,0,12,5,4074,0,1,0,27,0,0,1,0
1760,15757646,Olague,193,1,17,9,0,1,1,0,9606,0,1,0,0
1761,15701121,Holt,130,1,20,5,2414,0,0,1,6845,1,1,0,0
1762,15796313,Olsen,271,0,18,4,5989,1,1,0,6975,1,1,0,0
1763,15815660,Mazzi,367,0,16,1,5604,0,1,1,2998,0,1,0,0
1764,15602844,Niu,326,1,20,7,1406,0,0,0,9451,0,1,0,0
1765,15636238,Graham,220,1,22,1,0,1,1,1,5133,0,1,0,0
1766,15770101,Millar,375,1,25,6,2541,1,1,1,1810,0,0,1,0
1767,15645543,Bell,245,0,16,3,0,1,1,1,2185,0,1,0,0
1768,15596397,Kelly,423,0,30,7,0,1,1,1,6668,0,1,0,0
1769,15770525,T'an,369,1,10,1,4891,1,0,0,810,0,0,0,1
1770,15684267,Davila,216,1,21,2,768,1,1,1,6120,0,0,1,0
1771,15689980,Willis,334,0,18,4,3080,0,0,0,6580,1,0,0,1
1772,15633260,Dumetochukwu,209,1,19,1,4997,0,0,1,4418,0,1,0,0
1773,15756471,Giles,265,1,9,4,3095,1,1,1,8039,0,0,1,0
1774,15721303,O'Meara,249,1,16,1,4642,0,0,0,1201,0,0,0,1
1775,15802256,Yao,48,1,10,7,2443,1,1,0,6957,0,1,0,0
1776,15725664,Wallace,158,0,20,8,2137,0,0,0,7865,0,1,0,0
1777,15674851,T'ien,231,1,20,5,0,1,0,0,5291,0,1,0,0
1778,15701946,Ndubueze,324,1,16,4,3594,0,0,0,4889,0,1,0,0
1779,15748947,Chukwuraenye,266,0,23,5,1292,0,1,1,3389,0,1,0,0
1780,15673342,K'ung,312,1,18,2,0,1,1,0,5462,0,1,0,0
1781,15601008,Stevenson,411,1,15,8,0,1,1,0,7216,0,1,0,0
1782,15771636,Marshall,402,0,18,0,0,0,0,0,7482,0,0,0,1
1783,15642002,Hayward,163,0,17,6,3020,1,0,0,4785,1,1,0,0
1784,15693381,Tipton,142,1,20,1,4497,1,0,1,7675,0,0,0,1
1785,15607691,Gibson,267,1,18,8,6128,0,1,1,4764,0,1,0,0
1786,15589380,Fraser,322,1,22,3,2737,1,1,1,4365,0,0,1,0
1787,15603846,Fang,320,1,19,2,0,1,1,0,4185,1,0,0,1
1788,15753549,Dubinina,278,1,7,1,5750,0,0,0,1850,1,1,0,0
1789,15725355,Morey,48,0,25,8,0,0,0,1,5266,0,1,0,0
1790,15773017,Todd,372,0,19,6,0,1,1,1,7529,0,0,0,1
1791,15625641,Forbes,306,0,56,3,2201,1,1,1,817,0,0,1,0
1792,15776467,De Salis,311,0,17,8,3,1,1,0,2684,0,0,0,1
1793,15746451,Barry,295,1,23,7,1775,0,0,1,9737,0,0,0,1
1794,15777922,Afamefuna,238,1,18,1,5854,1,1,1,7352,0,0,0,1
1795,15606841,Ibbott,432,1,20,1,0,1,1,0,7829,0,1,0,0
1796,15757648,Marshall,292,0,17,5,1280,0,0,1,9136,0,0,1,0
1797,15677173,Law,164,1,19,9,3647,0,1,0,2971,0,1,0,0
1798,15764170,Pinto,256,1,26,4,1187,0,1,0,1803,1,0,1,0
1799,15610446,Chinedum,323,0,33,4,908,2,0,0,302,1,1,0,0
1800,15612776,McKay,459,0,21,10,0,1,1,1,7176,0,0,0,1
1801,15794122,Otutodilinna,322,0,41,3,0,1,1,1,3100,0,1,0,0
1802,15774931,She,61,1,12,7,2606,0,1,1,4947,0,1,0,0
